,name,link,tel,email,website,addr,rank,ratings,review_num
2933,Aux Sept Bonheurs Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d978954-Reviews-Aux_Sept_Bonheurs_Restaurant-Montreal_Quebec.html,+1 514-727-2895,,,"4201 Boul Rosemont, Montreal, Quebec H1T 2C6 Canada","#2,935 of 4,030 Restaurants in Montreal",3.5,5
2934,Restaurant Le Sommet,http://www.tripadvisor.ca/Restaurant_Review-g155032-d968908-Reviews-Restaurant_Le_Sommet-Montreal_Quebec.html,+1 514-259-9372,,,"4767 Rue Sainte-Catherine E, Montreal, Quebec H1V 1Z5 Canada","#2,936 of 4,030 Restaurants in Montreal",3.5,8
2935,Presse Cafe Marche Central,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848739-Reviews-Presse_Cafe_Marche_Central-Montreal_Quebec.html,+1 514-448-4845,,Website,"1003, rue du Marché Central, local D, Montreal, Quebec H4N 1J8 Canada","#2,937 of 4,030 Restaurants in Montreal",3.5,3
2936,Depanneur Dianne,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13222482-Reviews-Depanneur_Dianne-Montreal_Quebec.html,+1 514-931-3268,,,"1160, St-Mathieu, Montreal, Quebec H3H 2P4 Canada","#2,938 of 4,030 Restaurants in Montreal",5.0,1 review
2937,Saint-Amable,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7121390-Reviews-Saint_Amable-Montreal_Quebec.html,+1 438-385-1313,,Website,"410, Place Jacques-Cartier, Montreal, Quebec H2Y 3B2 Canada","#2,939 of 4,030 Restaurants in Montreal",3.5,70
2938,Tarmac,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3753826-Reviews-Tarmac-Montreal_Quebec.html,+1 514-903-5888,mailto:info@tarmac3834.ca,,"3834 rue Saint-Denis, Montreal, Quebec H2W 2M2 Canada","#2,940 of 4,030 Restaurants in Montreal",4.0,5
2939,Cacique Grill,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7685494-Reviews-Cacique_Grill-Montreal_Quebec.html,+1 514-439-7720,,Website,"1 Ave. Mt. Royal o Corner Blvd. St-Laurent, Montreal, Quebec H2T 2R9 Canada","#2,941 of 4,030 Restaurants in Montreal",3.5,27
2940,Roma Receptions,http://www.tripadvisor.ca/Restaurant_Review-g155032-d773035-Reviews-Roma_Receptions-Montreal_Quebec.html,+1 514-325-8665,mailto:info@romareceptions.com,Website,"8050 Rue Chamilly, Montreal, Quebec H1R 2S4 Canada","#2,942 of 4,030 Restaurants in Montreal",3.5,3
2941,Domino's Pizza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4879159-Reviews-Domino_s_Pizza-Montreal_Quebec.html,+1 514-486-6666,,Website,"7018 Cote Saint Luc Road, Montreal, Quebec H4V 1J3 Canada","#2,943 of 4,030 Restaurants in Montreal",3.5,3
2942,Resto-Bar Coin du Metro,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4849611-Reviews-Resto_Bar_Coin_du_Metro-Montreal_Quebec.html,+1 514-389-4929,,Website,"10719 Lajeunesse, Montreal, Quebec H3L 2E7 Canada","#2,944 of 4,030 Restaurants in Montreal",3.5,6
2943,Terra Coffee And Ariel Tea,http://www.tripadvisor.ca/Restaurant_Review-g155032-d709587-Reviews-Terra_Coffee_And_Ariel_Tea-Montreal_Quebec.html,+1 514-381-2571,mailto:sac@terracaf.ca,Website,"290 Port Royal street W., Montreal, Quebec H3L 2B4 Canada","#2,945 of 4,030 Restaurants in Montreal",5.0,1 review
2944,Restaurant Thanh Nam Quan,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5293160-Reviews-Restaurant_Thanh_Nam_Quan-Montreal_Quebec.html,+1 514-744-3014,,Website,"740 Boul De La Cote-Vertu, Suite 120, Montreal, Quebec H4L 5C8 Canada","#2,946 of 4,030 Restaurants in Montreal",3.5,5
2945,Les Delices Lafrenaie Lasalle,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13200758-Reviews-Les_Delices_Lafrenaie_Lasalle-Montreal_Quebec.html,+1 514-363-8776,,,"1276 Av. Dollard, Montreal, Quebec H8N 2P2 Canada","#2,947 of 4,030 Restaurants in Montreal",4.0,2
2946,McDonald's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4873837-Reviews-McDonald_s-Montreal_Quebec.html,+1 514-334-1637,mailto:29700@post.mcdonalds.ca,Website,"3131 Chemin De La Côte-Vertu, Montreal, Quebec H4R 1Y8 Canada","#2,948 of 4,030 Restaurants in Montreal",4.0,4
2947,Ocean Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5288788-Reviews-Ocean_Sushi-Montreal_Quebec.html,+1 514-227-1246,,Website,"3751 St-Urbain, Montreal, Quebec H2W 1T4 Canada","#2,949 of 4,030 Restaurants in Montreal",4.0,2
2948,Yuzu Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12996284-Reviews-Yuzu_Sushi-Montreal_Quebec.html,+1 514-334-0944,,,"5516 boul. Henri-Bourassa West Saint Laurent, Montreal, Quebec H4R 0M6 Canada","#2,950 of 4,030 Restaurants in Montreal",4.0,2
2949,Koreana Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d982200-Reviews-Koreana_Restaurant-Montreal_Quebec.html,+1 514-847-0312,,,"1455 Rue Peel # 100, Montreal, Quebec H3A 1T5 Canada","#2,951 of 4,030 Restaurants in Montreal",5.0,1 review
2950,Cafe Bistro Le Baroque,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979053-Reviews-Cafe_Bistro_Le_Baroque-Montreal_Quebec.html,+1 514-844-3912,,,"190 Rue Sainte-Catherine O, Montreal, Quebec H2X 3Y2 Canada","#2,952 of 4,030 Restaurants in Montreal",4.5,2
2951,Restaurant Bocca Felice,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12967663-Reviews-Restaurant_Bocca_Felice-Montreal_Quebec.html,+(1)512703040,mailto:restaurantboccafelice@gmail.com,Website,"7950 St Hubert St, Montreal, Quebec H2R 2P3 Canada","#2,953 of 4,030 Restaurants in Montreal",4.0,2
2952,Tutti Frutti,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8055104-Reviews-Tutti_Frutti-Montreal_Quebec.html,,,Website,"4024A Rue Sainte Catherine Ouest, Montreal, Quebec H3Z 1P2 Canada","#2,954 of 4,030 Restaurants in Montreal",3.5,12
2953,Burger King,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4868959-Reviews-Burger_King-Montreal_Quebec.html,+1 514-985-0854,mailto:careers@redberry.ca,Website,"977 Rue Ste-catherine Ouest, Montreal, Quebec H3B 4W3 Canada","#2,955 of 4,030 Restaurants in Montreal",3.0,5
2954,Robert Alexis Traiteur,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2304236-Reviews-Robert_Alexis_Traiteur-Montreal_Quebec.html,+1 514-521-0816,mailto:robert@robert-alexis.com,,"3693 rue Wellington, Montreal, Quebec Canada","#2,956 of 4,030 Restaurants in Montreal",4.5,2
2955,Mama Restaurant Hungarian,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12991461-Reviews-Mama_Restaurant_Hungarian-Montreal_Quebec.html,+1 514-484-0082,mailto:mamarestaurantmontreal@gmail.com,Website,"Chemin Queen Mary 5504, Montreal, Quebec H3X 1V6 Canada","#2,957 of 4,030 Restaurants in Montreal",3.5,3
2956,Dejeuner Eggcetera,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6387235-Reviews-Dejeuner_Eggcetera-Montreal_Quebec.html,+1 514-322-1715,,,"6180 Henri Bourassa E, Montreal, Quebec QC H1G Canada","#2,958 of 4,030 Restaurants in Montreal",3.0,8
2957,Chez Zestos Pizzeria & RSTRNT,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4879654-Reviews-Chez_Zestos_Pizzeria_RSTRNT-Montreal_Quebec.html,+1 514-395-8555,,,"1199 University Rue, Montreal, Quebec H3B 3A7 Canada","#2,959 of 4,030 Restaurants in Montreal",5.0,1 review
2958,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4870395-Reviews-Subway-Montreal_Quebec.html,+1 514-732-4242,,Website,"8 Place Du Commerce Suite 101- Ground Floor, Montreal, Quebec H3E 1N3 Canada","#2,960 of 4,030 Restaurants in Montreal",4.0,2
2959,Coq-o-Bec,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5775544-Reviews-Coq_o_Bec-Montreal_Quebec.html,+1 514-366-6363,,Website,"1651 Dollard Av, Montreal, Quebec H8N 1T7 Canada","#2,961 of 4,030 Restaurants in Montreal",3.5,3
2960,Maison Pakora,http://www.tripadvisor.ca/Restaurant_Review-g155032-d773024-Reviews-Maison_Pakora-Montreal_Quebec.html,+1 514-344-7778,,,"3700 Rue Griffith # 80, Montreal, Quebec H4T 2B3 Canada","#2,962 of 4,030 Restaurants in Montreal",5.0,1 review
2961,Ben & Florentine,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10170327-Reviews-Ben_Florentine-Montreal_Quebec.html,+1 438-387-3738,mailto:marketing@benandflorentine.com,Website,"300 Ch Du Golf Verdun, Montreal, Quebec H3E 1A8 Canada","#2,963 of 4,030 Restaurants in Montreal",3.5,11
2962,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4876168-Reviews-Subway-Montreal_Quebec.html,+1 514-252-4343,,Website,"5993 Belanger St, Montreal, Quebec H1T 1G8 Canada","#2,964 of 4,030 Restaurants in Montreal",5.0,2
2963,Restaurant Shish-Taouk,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5812224-Reviews-Restaurant_Shish_Taouk-Montreal_Quebec.html,+1 514-288-2192,,,"3633 Saint-Laurent Boul, Montreal, Quebec H2X 2V5 Canada","#2,964 of 4,030 Restaurants in Montreal",5.0,1 review
2964,Restaurant Escape,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4871317-Reviews-Restaurant_Escape-Montreal_Quebec.html,+1 514-387-1387,,Website,"9086 St Michel Blvd, Montreal, Quebec H1Z 3G5 Canada","#2,966 of 4,030 Restaurants in Montreal",5.0,1 review
2965,Montego Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1233602-Reviews-Montego_Restaurant-Montreal_Quebec.html,+1 514-670-6066,,,"1252 Dollard, Montreal, Quebec H8R 2C1 Canada","#2,967 of 4,030 Restaurants in Montreal",5.0,1 review
2966,L'Antre BBQ & Grill,http://www.tripadvisor.ca/Restaurant_Review-g155032-d17844706-Reviews-L_Antre_BBQ_Grill-Montreal_Quebec.html,+1 514-578-6745,mailto:infos@lantrebbq.com,Website,"1301 Rue Papineau Coin Ste-Catherine, Montreal, Quebec H2K 4H3 Canada","#2,968 of 4,030 Restaurants in Montreal",3.5,5
2967,Restaurant Coton,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12715083-Reviews-Restaurant_Coton-Montreal_Quebec.html,+1 514-303-0255,mailto:restaurantcoton@gmail.com,Website,"6596 Rue St-Hubert Plaza st-hubert, Montreal, Quebec H2S 2M3 Canada","#2,969 of 4,030 Restaurants in Montreal",3.5,3
2968,Zyng Asian Grill,http://www.tripadvisor.ca/Restaurant_Review-g155032-d710855-Reviews-Zyng_Asian_Grill-Montreal_Quebec.html,+1 514-788-5400,,,"1625 De Maisonneuve O, Montreal, Quebec H3H 2N4 Canada","#2,970 of 4,030 Restaurants in Montreal",4.5,4
2969,Le 100 Genies,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11890754-Reviews-Le_100_Genies-Montreal_Quebec.html,,,Website,"530 Peel St, Montreal, Quebec H3C 2H1 Canada","#2,971 of 4,030 Restaurants in Montreal",5.0,1 review
2970,Restaurant Pointe Aux Trembles,http://www.tripadvisor.ca/Restaurant_Review-g155032-d772307-Reviews-Restaurant_Pointe_Aux_Trembles-Montreal_Quebec.html,+1 514-642-1340,,,"14775 Rue Notre-Dame E, Montreal, Quebec H1A 1W3 Canada","#2,972 of 4,030 Restaurants in Montreal",3.5,3
2971,Second Cup CAFE & Cie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4428345-Reviews-Second_Cup_CAFE_Cie-Montreal_Quebec.html,+1 514-985-6628,,Website,"2020 University Suite#309, Montreal, Quebec H3A 2A5 Canada","#2,973 of 4,030 Restaurants in Montreal",5.0,1 review
2972,Bistro St-Pierre,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11795996-Reviews-Bistro_St_Pierre-Montreal_Quebec.html,,,,"425 Rue Saint Pierre, Montreal, Quebec H2Y 2M7 Canada","#2,974 of 4,030 Restaurants in Montreal",4.0,2
2973,Hotel Montreal Crescent,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979403-Reviews-Hotel_Montreal_Crescent-Montreal_Quebec.html,+1 514-938-9797,,,"1366 Boul Rene-Levesque O, Montreal, Quebec Canada","#2,975 of 4,030 Restaurants in Montreal",4.5,2
2974,Aldar Resto Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4602762-Reviews-Aldar_Resto_Cafe-Montreal_Quebec.html,+1 514-394-9991,,,"1221 Rue Mackay, Montreal, Quebec H3G 2H5 Canada","#2,976 of 4,030 Restaurants in Montreal",4.0,4
2975,Falafel Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8476016-Reviews-Falafel_Express-Montreal_Quebec.html,+1 514-281-0303,,,"521 Rue Sainte-Catherine 0uest, Montreal, Quebec H3B 1B2 Canada","#2,977 of 4,030 Restaurants in Montreal",4.0,2
2976,Le French Quarter,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15114798-Reviews-Le_French_Quarter-Montreal_Quebec.html,+1 514-844-0209,mailto:info@lefrenchquarter.com,Website,"209 Notre Dame West, Montreal, Quebec H2Y 1T4 Canada","#2,978 of 4,030 Restaurants in Montreal",3.5,4
2977,Sony Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12450353-Reviews-Sony_Sushi-Montreal_Quebec.html,,,,,,,
2978,Boulangerie & Cie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12430014-Reviews-Boulangerie_Cie-Montreal_Quebec.html,+1 514-952-2639,mailto:info@boulangerieetcie.ca,Website,"1001 Decarie Suite 111 & 206, Montreal, Quebec H4A 3J1 Canada","#2,980 of 4,030 Restaurants in Montreal",5.0,1 review
2979,Benny&Co.,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5769435-Reviews-Benny_Co-Montreal_Quebec.html,+1 514-321-1790,,Website,"10550 Boulevard Pie-IX, Montreal, Quebec H1H 4A2 Canada","#2,981 of 4,030 Restaurants in Montreal",3.5,6
2980,Guimello Pizzeria Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d771640-Reviews-Guimello_Pizzeria_Restaurant-Montreal_Quebec.html,+1 514-363-4444,,,"9160 Rue Airlie # P, Montreal, Quebec H8R 2A5 Canada","#2,982 of 4,030 Restaurants in Montreal",5.0,1 review
2981,Starbucks,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12906090-Reviews-Starbucks-Montreal_Quebec.html,+1 514-497-2611,,Website,"1265 Avenue des Canadiens-de-Montreal, Montreal, Quebec H3B 0G6 Canada","#2,983 of 4,030 Restaurants in Montreal",3.5,5
2982,Second Cup Cafe & Cie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5327432-Reviews-Second_Cup_Cafe_Cie-Montreal_Quebec.html,+1 514-340-1448,,Website,"3755 Chemin de la Cote Ste. Catherine Pavilion K, Montreal, Quebec H3T 1E2 Canada","#2,984 of 4,030 Restaurants in Montreal",4.0,2
2983,Restorante Il Rialto,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3929442-Reviews-Restorante_Il_Rialto-Montreal_Quebec.html,+1 514-770-7773,mailto:info@theatrerialto.ca,Website,"5723 Avenue du Parc, Montreal, Quebec H2V 4H2 Canada","#2,985 of 4,030 Restaurants in Montreal",4.5,2
2984,La crepe rit,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12355906-Reviews-La_crepe_rit-Montreal_Quebec.html,+1 514-484-4884,,,"4236 Boulevard Decarie, Montreal, Quebec H4A 3K3 Canada","#2,986 of 4,030 Restaurants in Montreal",5.0,1 review
2985,Souvlaki Authentique,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19639702-Reviews-Souvlaki_Authentique-Montreal_Quebec.html,+1 514-624-7888,,Website,"4933 Boul. Saint-Jean, Montreal, Quebec H9H 2A9 Canada","#2,987 of 4,030 Restaurants in Montreal",3.5,3
2986,Dagwoods,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848185-Reviews-Dagwoods-Montreal_Quebec.html,+1 514-697-1309,,Website,"Montreal, Quebec H9H 3C4 Canada","#2,988 of 4,030 Restaurants in Montreal",5.0,1 review
2987,Nosthes,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4334101-Reviews-Nosthes-Montreal_Quebec.html,+1 438-289-0418,mailto:info@nosthescafes.com,Website,"1215 Rue Sainte-Catherine Est, Montreal, Quebec H2L 3G6 Canada","#2,989 of 4,030 Restaurants in Montreal",4.0,5
2988,Nickels Deli,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979622-Reviews-Nickels_Deli-Montreal_Quebec.html,+1 514-332-3328,,Website,"1991 Boul Marcel-Laurin Saint-Laurent, Montreal, Quebec H4R 1K4 Canada","#2,990 of 4,030 Restaurants in Montreal",3.5,12
2989,El Nopal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10700412-Reviews-El_Nopal-Montreal_Quebec.html,+1 514-282-0784,,,"4723 Rue Saint Denis, Montreal, Quebec H2J 2L5 Canada","#2,991 of 4,030 Restaurants in Montreal",3.5,3
2990,Patisserie San Marco,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12303012-Reviews-Patisserie_San_Marco-Montreal_Quebec.html,+1 514-727-5401,,Website,"1581 rue Jean-Talon East, Montreal, Quebec H2E 1S9 Canada","#2,992 of 4,030 Restaurants in Montreal",5.0,1 review
2991,Sushi Time,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4879369-Reviews-Sushi_Time-Montreal_Quebec.html,+1 514-725-8181,,Website,"3129 Masson Rue, Montreal, Quebec H1Y 1X9 Canada","#2,993 of 4,030 Restaurants in Montreal",3.5,7
2992,Cafe des,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10164827-Reviews-Cafe_des-Montreal_Quebec.html,+1 514-843-8240,mailto:info@lemontroyal.qc.ca,Website,"1260 chemin Remembrance Les Amis de La Montagne, Montreal, Quebec H3H 1A2 Canada","#2,994 of 4,030 Restaurants in Montreal",3.0,17
2993,Thai Heng,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4851512-Reviews-Thai_Heng-Montreal_Quebec.html,+1 514-259-9111,,,"6503 Rue Beaubien E, Montreal, Quebec H1M 1B1 Canada","#2,995 of 4,030 Restaurants in Montreal",4.0,2
2994,Chez Ping,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1144614-Reviews-Chez_Ping-Montreal_Quebec.html,+1 514-461-1888,,,"6222 boulevard Monk, Montreal, Quebec H4E 3H7 Canada","#2,996 of 4,030 Restaurants in Montreal",3.0,9
2995,Cafe Bistro Bano,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10379906-Reviews-Cafe_Bistro_Bano-Montreal_Quebec.html,,,,"6929 Rue Sherbrooke O, Montreal, Quebec H4B 1P8 Canada","#2,997 of 4,030 Restaurants in Montreal",4.0,4
2996,Java U Montreal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4849270-Reviews-Java_U_Montreal-Montreal_Quebec.html,+1 514-303-8544,,Website,"5473 Royalmount, Mont-Royal, Montreal, Quebec H4P 1J3 Canada","#2,998 of 4,030 Restaurants in Montreal",3.5,4
2997,Thai Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078481-Reviews-Thai_Express-Montreal_Quebec.html,,,,,,,
2998,Vegera,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2340508-Reviews-Vegera-Montreal_Quebec.html,+1 514-490-4222,mailto:vegera@viamemail.ca,Website,"228 Bernard West, Montreal, Quebec H2T 2K4 Canada","#3,000 of 4,030 Restaurants in Montreal",4.5,3
2999,Souvlaki Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12209759-Reviews-Souvlaki_Bar-Montreal_Quebec.html,+1 514-903-0955,,Website,"895 Rue de la Gauchetière Gare Centrale, Montreal, Quebec H3B 4G1 Canada","#3,001 of 4,030 Restaurants in Montreal",4.0,2
3000,Second Cup CAFE & Cie avec Pinkberry yogourt glace,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4428336-Reviews-Second_Cup_CAFE_Cie_avec_Pinkberry_yogourt_glace-Montreal_Quebec.html,+1 438-824-9595,,Website,"7275 Sherbrooke Street E Suite 193, Montreal, Quebec H1N 1E9 Canada","#3,002 of 4,030 Restaurants in Montreal",5.0,1 review
3001,Restaurant Laterna Vn Deli,http://www.tripadvisor.ca/Restaurant_Review-g155032-d980221-Reviews-Restaurant_Laterna_Vn_Deli-Montreal_Quebec.html,+1 514-768-6532,,,"3997 Rue Wellington, Montreal, Quebec Canada","#3,003 of 4,030 Restaurants in Montreal",5.0,1 review
3002,Sushi Shop,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12026079-Reviews-Sushi_Shop-Montreal_Quebec.html,+1 514-483-5133,,Website,"5133 Sherbrooke St W, Montreal, Quebec H4A 1T2 Canada","#3,004 of 4,030 Restaurants in Montreal",3.5,3
3003,Ristorante Tartufo d'Oro,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5121906-Reviews-Ristorante_Tartufo_d_Oro-Montreal_Quebec.html,+1 514-419-2205,,Website,"6961 St.Laurent, Montreal, Quebec H2S 3E1 Canada","#3,005 of 4,030 Restaurants in Montreal",3.5,8
3004,Bistro Cote Soleil,http://www.tripadvisor.ca/Restaurant_Review-g155032-d911429-Reviews-Bistro_Cote_Soleil-Montreal_Quebec.html,+1 514-282-8037,,,"3979, rue St-Denis, Montreal, Quebec H2W 2M4 Canada","#3,006 of 4,030 Restaurants in Montreal",3.5,6
3005,Restaurant Huong Thinh,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5288830-Reviews-Restaurant_Huong_Thinh-Montreal_Quebec.html,+1 514-729-4193,,Website,"2098, Jean Talon Est, Montreal, Quebec H2E 1V3 Canada","#3,007 of 4,030 Restaurants in Montreal",4.0,2
3006,Le Wok Imperial,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12001314-Reviews-Le_Wok_Imperial-Montreal_Quebec.html,,,,"1002, Rue Sherbrooke O, Montreal, Quebec H3A 3L6 Canada","#3,008 of 4,030 Restaurants in Montreal",5.0,1 review
3007,Le Mtl Resto + Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11925182-Reviews-Le_Mtl_Resto_Bar-Montreal_Quebec.html,,,Website,"4051, Rue St-Hubert, Montreal, Quebec H2L 4A7 Canada","#3,009 of 4,030 Restaurants in Montreal",4.0,11
3008,Lin & Lin Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3991733-Reviews-Lin_Lin_Restaurant-Montreal_Quebec.html,+1 514-270-9939,,,"3434 St-Denis, Montreal, Quebec H2X 3L3 Canada","#3,010 of 4,030 Restaurants in Montreal",4.5,2
3009,A&W,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4852927-Reviews-A_W-Montreal_Quebec.html,+1 514-376-3636,,Website,"5060 Jean Talon Rue E, Montreal, Quebec H1S 3G5 Canada","#3,011 of 4,030 Restaurants in Montreal",3.0,9
3010,la trattoria,http://www.tripadvisor.ca/Restaurant_Review-g155032-d785440-Reviews-La_trattoria-Montreal_Quebec.html,+1 514-935-5050,,Website,"1551 Notre-Dame O, Montreal, Quebec H3C 1L2 Canada","#3,012 of 4,030 Restaurants in Montreal",3.0,74
3011,Mandy’s,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13801553-Reviews-Mandy_s-Montreal_Quebec.html,+1 514-670-7820,,Website,"201 Rue Laurier Ouest, Montreal, Quebec H2T 2N9 Canada","#3,013 of 4,030 Restaurants in Montreal",3.5,8
3012,Pino Cafe+Bistro,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8781726-Reviews-Pino_Cafe_Bistro-Montreal_Quebec.html,+1 514-759-7466,mailto:pino@pinocafebistro.com,Website,"4358 Rue de Charleroi Montreal-Nord, Montreal, Quebec H1H 1T3 Canada","#3,014 of 4,030 Restaurants in Montreal",5.0,1 review
3013,Depanneur Varietes Benard Enr,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979266-Reviews-Depanneur_Varietes_Benard_Enr-Montreal_Quebec.html,+1 514-768-2215,,,"3153 Rue Allard, Montreal, Quebec H4E 2M8 Canada","#3,015 of 4,030 Restaurants in Montreal",5.0,1 review
